展示最近9条实时数据。	select * from t_rt_data order by t_rt_data.Id desc limit 9 ;
告诉我所有单位是阀位的变量在过去15分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 15 ' ) and t_rt_info.Tag_unit = 'valve' ;
告诉我所有单位是液位的变量在过去34分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 34 ' ) and t_rt_info.Tag_unit = 'level' ;
告诉我所有单位是浓度的变量在过去53分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 53 ' ) and t_rt_info.Tag_unit = 'concentration' ;
告诉我所有单位是转速的变量在过去23分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 23 ' ) and t_rt_info.Tag_unit = 'spee' ;
展示最近48分钟单位为密度的变量的实时数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 48 ' ) and t_rt_info.Tag_unit = 'density' ;
展示最近46分钟单位为压力的变量的实时数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 46 ' ) and t_rt_info.Tag_unit = 'pressure' ;
展示最近44分钟单位为温度的变量的实时数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 44 ' ) and t_rt_info.Tag_unit = 'temperature' ;
展示最近52分钟单位为功率的变量的实时数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 52 ' ) and t_rt_info.Tag_unit = 'power' ;
单位是密度的位号在今天总共采集到多少条数据？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = 'density' ;
单位是液位的位号在今天总共采集到多少条数据？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = 'level' ;
统计今天单位是压力的变量的实时数据总条数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = 'pressure' ;
统计今天单位是摩尔比的变量的实时数据总条数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = 'ratio' ;
计算所有单位与变量待生斜管滑阀压降调节相同的位号在今天采集到的数据各自的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_PDIC227.PV' ) group by t_rt_data.Tag_code ;
计算所有单位与变量外取热器返回管流化风流量相同的位号在今天采集到的数据各自的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_FI243.PV' ) group by t_rt_data.Tag_code ;
和烧焦罐下部温度单位一样的位点今天的实时数据均值分别是多少？	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_TI227A.PV' ) group by t_rt_data.Tag_code ;
和解吸塔底汽油流量调节单位一样的位点今天的实时数据均值分别是多少？	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_FIC402A.PV' ) group by t_rt_data.Tag_code ;
按单位将过去35分钟里的数据分类返回。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 35 ' ) order by t_rt_info.Tag_unit ;
按单位将过去24分钟里的数据分类返回。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 24 ' ) order by t_rt_info.Tag_unit ;
我想知道最近11分钟里每种单位的实时数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 11 ' ) order by t_rt_info.Tag_unit ;
我想知道最近20分钟里每种单位的实时数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 20 ' ) order by t_rt_info.Tag_unit ;
容304入口中压给水流控最近2条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FIC2811.PV' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 2 ;
烟机入口温度最近200条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_TIA5102.PV' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 200 ;
容304入口中压给水流控最近200条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FIC2811.PV' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 200 ;
R204出入口压差最近100条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_20204' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 100 ;
查询最近4次预混合器出口温度控制发生低报的时候，高于它低低报的次数。	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_TIC216.PV' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 4 ;
查询最近1次C101出口压力发生低报的时候，高于它低低报的次数。	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PI_10401' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 1 ;
查询最近9次V322提升管压差发生低报的时候，高于它低低报的次数。	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_30501' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 9 ;
查询最近100次3.5MPa蒸汽压力发生低报的时候，高于它低低报的次数。	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PI_40102' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 100 ;
在最近的2条高报警记录中，有几条还没有高于它们各自的高高报警值？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 2 ;
在最近的8条高报警记录中，有几条还没有高于它们各自的高高报警值？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 8 ;
查询过去的9条高报记录中低于各自高高报警值的实时数据条数。	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 9 ;
查询过去的6条高报记录中低于各自高高报警值的实时数据条数。	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 6 ;
关键变量在昨天发生了多少次报警？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
统计昨天关键位号发生报警的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
今天有几次关键变量的报警？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 ;
统计今天关键位号的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 ;
今天有哪些关键变量发生了报警了？	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 ;
哪些关键变量在今天发生过报警？	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 ;
每个装置在今天分别有哪些关键变量发生了报警？	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 order by t_rt_info.Unit_code ;
按照不同的装置告诉我哪些关键位号在今天发生过报警。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 order by t_rt_info.Unit_code ;
选择今天所有关键报警的记录。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
我想看今天的所有关键报警记录。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
帮我调取今天的关键位号的报警。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
查询所有今天的关键位号报警。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
统计最近24小时关键变量发生的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_data.Alarm_status != 0 ;
统计最近8小时关键变量发生的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 8 : 0 ' ) and t_rt_data.Alarm_status != 0 ;
最近12小时内有多少次关键变量报警？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' ) and t_rt_data.Alarm_status != 0 ;
最近18小时内有多少次关键变量报警？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 18 : 0 ' ) and t_rt_data.Alarm_status != 0 ;
统计所有关键变量在过去36小时内的报警次数，按次数升序排列。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 36 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code order by count ( * ) desc ;
统计所有关键变量在过去108小时内的报警次数，按次数升序排列。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 108 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code order by count ( * ) desc ;
按照过去12小时内发生的报警次数从少到多返回所有关键变量。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code order by count ( * ) desc ;
按照过去10小时内发生的报警次数从少到多返回所有关键变量。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 10 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code order by count ( * ) desc ;
计算装置二号连续重整装置中的关键位号在最近5小时内各自的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 5 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code ;
计算装置二催中的关键位号在最近4小时内各自的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 4 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code ;
计算装置重整中的关键位号在最近12小时内各自的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code ;
计算装置一号催化裂化装置中的关键位号在最近36小时内各自的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_info.Unit_code = '3B1CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 36 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code ;
